breed,dataset_code,dataset_full_name,original_path,cluster_id,duplicate_type,role,new_path
alambadi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0137.png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\alambadi\DS04__alambadi_0137.png
alambadi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0138.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\alambadi\DS04__alambadi_0138.jpg
alambadi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0141.png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\alambadi\DS04__alambadi_0141.png
alambadi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0145.png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\alambadi\DS04__alambadi_0145.png
alambadi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0146.png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\alambadi\DS04__alambadi_0146.png
alambadi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0147.png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\alambadi\DS04__alambadi_0147.png
alambadi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0150.png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\alambadi\DS04__alambadi_0150.png
alambadi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0154.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\alambadi\DS04__alambadi_0154.jpg
alambadi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0156.png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\alambadi\DS04__alambadi_0156.png
alambadi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0158.png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\alambadi\DS04__alambadi_0158.png
alambadi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0160.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\alambadi\DS04__alambadi_0160.jpg
alambadi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0165.png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\alambadi\DS04__alambadi_0165.png
alambadi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0167.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\alambadi\DS04__alambadi_0167.jpg
alambadi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0170.png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\alambadi\DS04__alambadi_0170.png
alambadi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0172.png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\alambadi\DS04__alambadi_0172.png
alambadi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0173.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\alambadi\DS04__alambadi_0173.jpg
alambadi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0174.png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\alambadi\DS04__alambadi_0174.png
alambadi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0175.png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\alambadi\DS04__alambadi_0175.png
alambadi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0176.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\alambadi\DS04__alambadi_0176.jpg
alambadi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0181.png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\alambadi\DS04__alambadi_0181.png
alambadi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0184.png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\alambadi\DS04__alambadi_0184.png
alambadi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0186.png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\alambadi\DS04__alambadi_0186.png
alambadi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0187.png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\alambadi\DS04__alambadi_0187.png
alambadi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0190.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\alambadi\DS04__alambadi_0190.jpg
alambadi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0191.png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\alambadi\DS04__alambadi_0191.png
alambadi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0192.png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\alambadi\DS04__alambadi_0192.png
alambadi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0194.png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\alambadi\DS04__alambadi_0194.png
alambadi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0195.png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\alambadi\DS04__alambadi_0195.png
alambadi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0198.png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\alambadi\DS04__alambadi_0198.png
alambadi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0199.png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\alambadi\DS04__alambadi_0199.png
alambadi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0203.png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\alambadi\DS04__alambadi_0203.png
alambadi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0206.png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\alambadi\DS04__alambadi_0206.png
alambadi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS06__Alambadi_10.png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\alambadi\DS06__Alambadi_10.png
alambadi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS06__Alambadi_100.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\alambadi\DS06__Alambadi_100.jpg
alambadi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS06__Alambadi_12.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\alambadi\DS06__Alambadi_12.jpg
alambadi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS06__Alambadi_13.png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\alambadi\DS06__Alambadi_13.png
alambadi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS06__Alambadi_14.png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\alambadi\DS06__Alambadi_14.png
alambadi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS06__Alambadi_15.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\alambadi\DS06__Alambadi_15.jpg
alambadi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS06__Alambadi_16.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\alambadi\DS06__Alambadi_16.jpg
alambadi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS06__Alambadi_17.png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\alambadi\DS06__Alambadi_17.png
alambadi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS06__Alambadi_19.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\alambadi\DS06__Alambadi_19.jpg
alambadi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS06__Alambadi_21.png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\alambadi\DS06__Alambadi_21.png
alambadi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS06__Alambadi_22.png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\alambadi\DS06__Alambadi_22.png
alambadi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS06__Alambadi_24.png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\alambadi\DS06__Alambadi_24.png
alambadi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS06__Alambadi_25.png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\alambadi\DS06__Alambadi_25.png
alambadi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS06__Alambadi_26.png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\alambadi\DS06__Alambadi_26.png
alambadi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS06__Alambadi_27.png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\alambadi\DS06__Alambadi_27.png
alambadi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS06__Alambadi_28.png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\alambadi\DS06__Alambadi_28.png
alambadi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS06__Alambadi_29.png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\alambadi\DS06__Alambadi_29.png
alambadi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS06__Alambadi_3.png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\alambadi\DS06__Alambadi_3.png
alambadi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS06__Alambadi_31.png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\alambadi\DS06__Alambadi_31.png
alambadi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS06__Alambadi_36.png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\alambadi\DS06__Alambadi_36.png
alambadi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS06__Alambadi_38.png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\alambadi\DS06__Alambadi_38.png
alambadi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS06__Alambadi_39.png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\alambadi\DS06__Alambadi_39.png
alambadi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS06__Alambadi_4.png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\alambadi\DS06__Alambadi_4.png
alambadi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS06__Alambadi_41.png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\alambadi\DS06__Alambadi_41.png
alambadi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS06__Alambadi_42.png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\alambadi\DS06__Alambadi_42.png
alambadi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS06__Alambadi_43.png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\alambadi\DS06__Alambadi_43.png
alambadi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS06__Alambadi_44.png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\alambadi\DS06__Alambadi_44.png
alambadi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS06__Alambadi_45.png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\alambadi\DS06__Alambadi_45.png
alambadi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS06__Alambadi_46.png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\alambadi\DS06__Alambadi_46.png
alambadi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS06__Alambadi_47.png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\alambadi\DS06__Alambadi_47.png
alambadi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS06__Alambadi_48.png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\alambadi\DS06__Alambadi_48.png
alambadi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS06__Alambadi_49.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\alambadi\DS06__Alambadi_49.jpg
alambadi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS06__Alambadi_5.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\alambadi\DS06__Alambadi_5.jpg
alambadi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS06__Alambadi_50.png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\alambadi\DS06__Alambadi_50.png
alambadi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS06__Alambadi_51.png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\alambadi\DS06__Alambadi_51.png
alambadi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS06__Alambadi_52.png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\alambadi\DS06__Alambadi_52.png
alambadi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS06__Alambadi_53.png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\alambadi\DS06__Alambadi_53.png
alambadi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS06__Alambadi_54.png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\alambadi\DS06__Alambadi_54.png
alambadi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS06__Alambadi_55.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\alambadi\DS06__Alambadi_55.jpg
alambadi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS06__Alambadi_56.png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\alambadi\DS06__Alambadi_56.png
